"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1844954031401357753","Sat Oct 12 04:11:33 +0000 2024","1","Kaluna di film Home Sweet Loan mah bukan sandwich generation ","1844954031401357753","","","in","","0","2","0","https://x.com/slapsommelier/status/1844954031401357753","1105409737095434241","slapsommelier"
"1844953403782463901","Sat Oct 12 04:09:03 +0000 2024","0","Sandwich generation tuh hal yang benar apa ngga si sebenernya? Soalnya menurut aku salah","1844953403782463901","","","in","","0","0","0","https://x.com/isahtangis/status/1844953403782463901","1438171184760168448","isahtangis"
"1844940892744056854","Sat Oct 12 03:19:20 +0000 2024","0","uang 1 7 blm ada seminggu tinggal sisa 500 pdhl ga nyicil apk apapun. ya allah sandwich generation gini amat ya: ","1844940892744056854","","","in","","0","0","0","https://x.com/hidupenuhliku/status/1844940892744056854","1156172604673183744","hidupenuhliku"
"1844905014227239235","Sat Oct 12 01:17:00 +0000 2024","0","@pakRW__ Banyak tagihan Sandwich generation","1844910106980516094","","pakRW__","in","Indonesia","0","0","0","https://x.com/0xpickeri/status/1844910106980516094","1779528747785535488","0xpickeri"
"1844883544180678762","Fri Oct 11 23:31:27 +0000 2024","5","Sebenarnya gk masalah harga tiketnya segitu. Cuma kan gue rencananya ngajak temen jadi otomatis beliin tiketnya juga. Wanjir aja sih 300k. Hidup jadi sandwich generation gini pening dikit mau cari sugar daddy ","1844883544180678762","","","in","ʚɞ｡.｡:+*동런*+:｡｡.｡:+*맠잼*+:｡.｡ʚɞ","0","6","0","https://x.com/liesprtzl/status/1844883544180678762","983977387846258688","liesprtzl"
"1844868583970701544","Fri Oct 11 22:32:01 +0000 2024","1","SEMOGA ALLAH LANCARKAN SELALU REJEKI SANDWICH GENERATION INI AAMIIN ALLAHUMMA AAMIIN","1844868583970701544","","","in","Madridanos, España","0","0","0","https://x.com/winjugule/status/1844868583970701544","1820621282125516800","winjugule"
"1844625256897556589","Fri Oct 11 17:37:43 +0000 2024","0","@tanyakanrl Dia mau berkembang &amp; gk stuck disitu aja. Dia smpe dftr kuliah krn w bnr bnr dkung dia buat improve. Smpt bbrapa kli ragu tp krn w dukung abis abisan dia mau melangkah lebih jauh dan w sgt bangga krn gk gampang ngmbil kputusan itu apalgi dia jg trmasuk sandwich generation️","1844794520673698287","","almondenak_","in","","0","1","0","https://x.com/almondenak_/status/1844794520673698287","912635281374814208","almondenak_"
"1844790531445883270","Fri Oct 11 17:21:51 +0000 2024","0","Ayooo beli es krim yg bukan sandwich generation yang bayar yaa!!!","1844790531445883270","","","in","","0","0","0","https://x.com/Desliliana_/status/1844790531445883270","1362053918516154368","Desliliana_"
"1844782594954608904","Fri Oct 11 16:50:19 +0000 2024","0","otw jadi sandwich generation","1844782594954608904","","","in","","0","0","0","https://x.com/gurlsluvyou/status/1844782594954608904","1804572137610756096","gurlsluvyou"
"1844184070441349452","Fri Oct 11 14:57:05 +0000 2024","0","@txtdrimedia Siapa yg jadi sandwich generation dan gajinya cuma 10jt? ‍ andai bisa ngeluh juga","1844754097859371423","","txtdrimedia","in","","0","0","0","https://x.com/xolo_ss/status/1844754097859371423","1159797957341798400","xolo_ss"
"1844750608516907468","Fri Oct 11 14:43:13 +0000 2024","0","Aku pernah ada diposisi kamu bahkan sampai sekarang untuk jadi sandwich generation. Orang tuaku gak pernah bebanin Abang tentang materi. Gak karuan deh rasanya pernah dititik itu. Keluar ya dari rumah itu kalau akhirnya gak kuat. https://t.co/pLNA7endZk","1844750608516907468","","","in","","0","0","0","https://x.com/lithesomness/status/1844750608516907468","767471150855323649","lithesomness"
"1844747861558489141","Fri Oct 11 14:32:18 +0000 2024","0","Alasan aku gak suka cara hidup sandwich generation. Udah kayak ibarat kita berhutang ke orang tua. Bagiku mindset Punya anak adalah investasi adalah mindset goblok.","1844747861558489141","","","in","","0","0","0","https://x.com/MarcellAry44870/status/1844747861558489141","1675616245826359296","MarcellAry44870"
"1844730946206957743","Fri Oct 11 13:55:36 +0000 2024","0","@banjarbase Percayalah mungkin Sidin dlu sandwich generation jua jdi yaa sadar ngga sadar Sidin memperlakukan anaknya mesti kytu jua. Kdpp Nder kadang boleh aja beda pendapat Tpi cobalah lebih lemah lembut dan enak didengar pas km menjelaskan nya","1844738624660852801","","banjarbase","in","","0","0","0","https://x.com/dnxnaa/status/1844738624660852801","1521864940524810240","dnxnaa"
"1844734896977395986","Fri Oct 11 13:40:47 +0000 2024","0","mama: kasian dia tuh padahal stroberi generation aku: hah? Oalah sandwich generation maksudnya ","1844734896977395986","","","in","Pixie Hollow","0","1","0","https://x.com/pixieodust/status/1844734896977395986","790664245","pixieodust"
"1844734037983907926","Fri Oct 11 13:37:22 +0000 2024","0","‼️Lakukan ini‼️ Agar Anak Tidak Menjadi Sandwich Generation‼️ #parenting #sandwichgeneration https://t.co/ouYcF8rF3J","1844734037983907926","https://pbs.twimg.com/ext_tw_video_thumb/1844733863882555392/pu/img/otWzqta7gAjxOZPn.jpg","","in","Satu shaf di belakangmu","0","0","0","https://x.com/nurulbrainy/status/1844734037983907926","483761593","nurulbrainy"
"1844730946206957743","Fri Oct 11 13:25:05 +0000 2024","2","wal betakun am gasan buhankm yang masih tinggal lawan ortunya sebagai sandwich generation yang kadang struggle lawan beda pendapat lawan orang tuanya tu kek apa buhankm menanggapinya hehe makasii","1844730946206957743","","","in","Kalimantan Selatan, Indonesia","0","6","0","https://x.com/banjarbase/status/1844730946206957743","981988393","banjarbase"
"1844710945580630336","Fri Oct 11 13:23:35 +0000 2024","0","@geraldxliu Ternyata saya tertipu oleh sandwich generation","1844730569890185532","","geraldxliu","in","","0","0","0","https://x.com/ngoengg/status/1844730569890185532","1237308463660687360","ngoengg"
"1844722889859400108","Fri Oct 11 12:56:47 +0000 2024","0","@basebuku Bebas tanggungan juga soal sandwich generation","1844723822391701862","","basebuku","in","","0","0","0","https://x.com/meireikei_/status/1844723822391701862","3220286502","meireikei_"
"1844716591973597496","Fri Oct 11 12:28:03 +0000 2024","1","In this economy Sandwich Generation masih bisa nabung? Yuk cobain frugal living ala Kaluna Home Sweet Loan . Bener loh kata pepatah nabung sedikit demi sedikit menjadi bukit. Kuncinya ada postingan paling akhir. https://t.co/irMuJ8oBF7","1844716591973597496","https://pbs.twimg.com/media/GZm_9KVasAAmUGb.jpg","","in","Jakarta","0","1","0","https://x.com/mum_id/status/1844716591973597496","1596072822765297664","mum_id"
"1844712732836380782","Fri Oct 11 12:22:38 +0000 2024","0","@jihanicorn makjii you're so very very kind sebelumnya terima kasih makji storage hp ku sudah full dan untuk buka documents suka ngelag mau ganti hp untuk menunjang belajar di perkuliahan tapi aku sandwich generation bismillah semoga rezeki ya Allah aamiin","1844715227583218156","","jihanicorn","in","Indonesia 🇮🇩","0","0","0","https://x.com/f00tcandy/status/1844715227583218156","1266278588648550400","f00tcandy"
"1844714994081857923","Fri Oct 11 12:21:42 +0000 2024","65","aku sebagai sandwich generation sangat terharu menonton video ini terima kasih bang Gerald videonya sangat menginspirasi","1844714994081857923","","","in","","0","4","4","https://x.com/GemaGathika/status/1844714994081857923","1448965482678079491","GemaGathika"
"1844608349561835536","Fri Oct 11 12:10:30 +0000 2024","0","@katholix harus nya si engga ya skrg uda jadi sandwich generation. ga ovt lg tkut jd beban","1844712177279840277","","katholix","in","","0","0","0","https://x.com/notindiekid_/status/1844712177279840277","1831738527341801473","notindiekid_"
"1844710945580630336","Fri Oct 11 12:05:37 +0000 2024","102","Teruntuk para sandwich generation https://t.co/FvBWQtAOTk","1844710945580630336","https://pbs.twimg.com/amplify_video_thumb/1844710873258242048/img/FKRZzg-JuJy1zpwJ.jpg","","in","","7","16","13","https://x.com/geraldxliu/status/1844710945580630336","4312640954","geraldxliu"
"1844535765692485745","Fri Oct 11 11:38:54 +0000 2024","0","@yhaterus semangat ia sandwich generation","1844704222832652767","","yhaterus","in","handled by admin.","0","0","0","https://x.com/vanspyder/status/1844704222832652767","1235833160933376001","vanspyder"
"1844535765692485745","Fri Oct 11 11:36:34 +0000 2024","0","@yhaterus semangat trs sandwich generation","1844703635894423792","","yhaterus","in","","0","0","0","https://x.com/xbaebearx/status/1844703635894423792","953535156","xbaebearx"
"1844702957436273042","Fri Oct 11 11:33:52 +0000 2024","0","Gue sandwich generation dan harus selalu naruh keluarga diatas kebahagiaan dan masa muda gue sendiri.","1844702957436273042","","","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/spinnoffme/status/1844702957436273042","1708161137077014528","spinnoffme"
"1844689434131706076","Fri Oct 11 10:40:08 +0000 2024","0","bau bau aku akan menjadi sandwich generation otw cari kerja dg gaji 2 digit","1844689434131706076","","","in","","0","1","0","https://x.com/akuniaaaaaaa/status/1844689434131706076","1292132898665984000","akuniaaaaaaa"
"1844680146323935612","Fri Oct 11 10:03:14 +0000 2024","5","Saya dan beberapa teman yang jadi anak perempuan pertama di keluarga kami selalu bisa switch energi maskulin dan feminin secara otomatis. Kalau di keluarga sebagai sandwich generation kami bisa berperan sebagai provider pengambil keputusan dan bantu lift up the whole","1844680146323935612","","","in","","1","0","0","https://x.com/fearlessbarb13/status/1844680146323935612","1433022781650726920","fearlessbarb13"
"1844679343504842898","Fri Oct 11 10:00:02 +0000 2024","1","Ngomong-ngomong soal Kaluna di Home Sweet Loan kalian tau ga sih apa itu generasi sandwich atau sandwich generation?","1844679343504842898","","","in","Jakarta","0","1","0","https://x.com/gandeng_tangan/status/1844679343504842898","2922112050","gandeng_tangan"
"1844535765692485745","Fri Oct 11 09:58:40 +0000 2024","0","@yhaterus kuat2 terus yang sandwich generation","1844679000666570954","","yhaterus","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/asdn___/status/1844679000666570954","1108270987332603904","asdn___"
"1844673846986903691","Fri Oct 11 09:38:12 +0000 2024","0","Pengalaman pacaran sama yg pendidikan nya di bawah aku ekonomi nya dibawah aku sandwich generation gajinya di bawah aku. Asli isinya kelai toxic abis lah bikin mental jdi rusak","1844673848983126037","","strwsweetie","in","","0","0","0","https://x.com/strwsweetie/status/1844673848983126037","1585133161369198592","strwsweetie"
"1844662186578493702","Fri Oct 11 08:51:52 +0000 2024","0","Dikira yang orang lain liat hidup gw enak2 aja. Kaya gaada beban. Padahal gw jg jadi sandwich generation yg harus slalu pasang badan buat bisa bantu saudara/kluarga yg lagi BU. Hampir 5th sampe galop tulop pinjol demi bantu mreka sendirian. Suami? Dahlah mending gausah tau hehe","1844662186578493702","","","in","","0","0","0","https://x.com/jawagadis164/status/1844662186578493702","1816821075600416769","jawagadis164"
"1844660396181029183","Fri Oct 11 08:44:45 +0000 2024","0","Yes they are rich from the beginning old money mungkin istilah kerennya sekarang and its such a privilege terlepas mereka beasiswa atau tidak mereka bukan sandwich generation mereka itu pewaris bukan perintis so i cant relate","1844660396181029183","","","in","","0","0","0","https://x.com/minsasha3001/status/1844660396181029183","1623696984371769345","minsasha3001"
"1844535765692485745","Fri Oct 11 08:34:52 +0000 2024","0","@yhaterus Aku ga termasuk sandwich generation kak","1844657910930104454","","yhaterus","in","Los Angeles, CA","0","0","0","https://x.com/valiisaa/status/1844657910930104454","233470506","valiisaa"
"1844656220877324613","Fri Oct 11 08:28:09 +0000 2024","1","epastu jadi generation sandwich 7 keturunan","1844656220877324613","","","in","Kuala Lumpur","0","0","0","https://x.com/NasiputihTelur/status/1844656220877324613","824236207","NasiputihTelur"
"1844646574540063030","Fri Oct 11 07:49:58 +0000 2024","1","POV Sandwich Generation Part 3 Transfer uang ke rumah: done. Bayar cicilan motor: done. Isi pulsa: done. Tapi kok di rekening cuma sisa Rp12.500? Akhirnya mikir: Ini hidup atau ujian matematika? #SelaluAdaBuatKamu #GenerasiBijakFinansial","1844646612196524223","","adakamiofficial","in","Indonesia","0","1","0","https://x.com/adakamiofficial/status/1844646612196524223","1372863040320761862","adakamiofficial"
"1844646574540063030","Fri Oct 11 07:49:57 +0000 2024","0","POV Sandwich Generation Part 2 Ortu: Kamu kan udah kerja masa gak bisa bantuin? Hati kecil: Pengen banget sih tapi dompet udah gak sanggup lagi. Akhirnya bilang Iya terus pas otw ke ATM sambil nangis. #SelaluAdaBuatKamu #GenerasiBijakFinansial","1844646605317919198","","adakamiofficial","in","Indonesia","0","1","0","https://x.com/adakamiofficial/status/1844646605317919198","1372863040320761862","adakamiofficial"
"1844646574540063030","Fri Oct 11 07:49:49 +0000 2024","7","POV Sandwich Generation Part 1 Udah gajian nih! Langsung bayar tagihan listrik BPJS kasih uang jajan adek... Lalu mikir Makan seminggu ini pakai apa ya? Pas nyadar akhirnya kembali ke mi instan rasa ayam bawang kawan setia. #SelaluAdaBuatKamu #GenerasiBijakFinansial","1844646574540063030","","","in","Indonesia","0","1","0","https://x.com/adakamiofficial/status/1844646574540063030","1372863040320761862","adakamiofficial"
"1844368595859440096","Thu Oct 10 13:25:14 +0000 2024","18"," AAAAAA... CAPEK... BANGET... PENGEN RESIGN... TAPI... AKU... SANDWICH GENERATION...","1844368595859440096","","","in","Indonesia","0","9","0","https://x.com/tanyakanrl/status/1844368595859440096","1331650559518990336","tanyakanrl"
"1844211628235161754","Thu Oct 10 13:24:29 +0000 2024","0","@brrekmidaun Kalo ngasihnya sukarela padahal keluarga gak minta disebut sandwich generation juga? Sebagai tanda terimakasih aja sih karena dulu udah dikasih banyak privilege sama mereka.. ","1844368406868525339","","brrekmidaun","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/undur_diri_/status/1844368406868525339","1781298836994134016","undur_diri_"
"1844363066194186470","Thu Oct 10 13:03:16 +0000 2024","0","5 Cara Mengatasi Tekanan sebagai Sandwich Generation https://t.co/h85mjqnzGX","1844363066194186470","","","in","","0","0","1","https://x.com/IDNTimesLife/status/1844363066194186470","1616334886759174144","IDNTimesLife"
"1844363004026224815","Thu Oct 10 13:03:01 +0000 2024","1","Beruntunglah orang orang yang tidak menjadi sandwich generation. Berat capek.","1844363004026224815","","","in","unknown","0","1","0","https://x.com/elaksinayva/status/1844363004026224815","1197910042529292288","elaksinayva"
"1844362607429652917","Thu Oct 10 13:01:26 +0000 2024","0","dipikir2 gaji umr jakarta tapi sandwich generation gimana gak frugal living tiap hari. taruhannya? mental &amp; kehehatan badan. apalagi budak korpo yg balik subuh umur makin pendek krn keseringan badan diforsir kerja padahal seharusnya dalam kondisi istirahat &amp; regenerasi. salut.","1844362607429652917","","","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/gntmynn/status/1844362607429652917","222709395","gntmynn"
"1844360066998337710","Thu Oct 10 12:51:21 +0000 2024","0","Siapa nih yang relate sama Kaluna karena jadi sandwich generation tapi bedanya masih jauh dari tabungan Rp300 juta? https://t.co/yyAuim8X3l","1844360066998337710","https://pbs.twimg.com/media/GZh7e0xaAAM-_PL.jpg","","in","Jakarta, Indonesia","0","1","0","https://x.com/kontrakhukum/status/1844360066998337710","717248468763303936","kontrakhukum"
"1844357059288105434","Thu Oct 10 12:39:24 +0000 2024","0","Jadi sandwich generation bikin susah ngumpulin duit ternyata.","1844357059288105434","","","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/afndhim/status/1844357059288105434","271330776","afndhim"
"1844356742001602819","Thu Oct 10 12:38:09 +0000 2024","0","kalau bisa milih juga aku gak mau jadi sandwich generation","1844356744740471251","","elliiyyaat","in","","0","0","0","https://x.com/elliiyyaat/status/1844356744740471251","1654312802771951616","elliiyyaat"
"1844356742001602819","Thu Oct 10 12:38:08 +0000 2024","0","aku gak mau nyalahin keadaan apa gimana tapi jadi sandwich generation itu capekk bangett astagaaa ","1844356742001602819","","","in","","0","1","0","https://x.com/elliiyyaat/status/1844356742001602819","1654312802771951616","elliiyyaat"
"1844354952447324216","Thu Oct 10 12:31:01 +0000 2024","163","Ada orang pamer rekening 1M sambil menyamakan hidupnya dengan karakter fiksi bernama Kaluna dalam film Home Sweet Loan. Lalu ada yang komen; Gua kalau gak sandwich generation pasti tabungannya juga bisa ratusan juta kaya Kaluna. Kalau gaji gua gak dipegang orang tua juga https://t.co/m3YapeeuFU","1844354952447324216","https://pbs.twimg.com/media/GZh3DNIaIAAwNCn.jpg","","in","Bintaro, Tangerang Selatan","4","6","79","https://x.com/rzakumar/status/1844354952447324216","519375451","rzakumar"
"1844354586502738151","Thu Oct 10 12:29:34 +0000 2024","1","Kaluna bisa nabung 330jt dgn gaji segitu karena bukan sandwich generation ","1844354586502738151","","","in","Indonesia","0","1","0","https://x.com/excelriots/status/1844354586502738151","303152706","excelriots"
"1844354157156892800","Thu Oct 10 12:27:52 +0000 2024","2","susah ya jalin hubungan sm sandwich generation","1844354157156892800","","","in","Bogor, Jawa Barat","0","0","0","https://x.com/Rdnangelinaaa/status/1844354157156892800","1325380566150082560","Rdnangelinaaa"
